zlyo,0.5470483,09505447
zkws,0.44321808,44743108
qzti,0.48795003,66852682
dvmz,0.32606274,26284268
lwey,0.39572597,90108904
nlai,0.46928227,94469887
amhw,0.50693864,68755546
xpui,0.49356967,41655623
fntb,0.33914316,62852794
pnhm,0.25574014,67027404
ovvz,0.45267248,94977233
muih,0.4319086,26196752
jice,0.4926484,58689628
pbwy,0.3786039,28132701
abqc,0.459258,75014656
yolr,0.30145344,91606101
ustf,0.3917049,51396309
uulk,0.3981914,24308429
myhc,0.37496552,28025388
ifrv,0.4274488,89749629
wekv,0.26402044,53223118
lynt,0.4081409,98703669
hath,0.35517728,88980610
ffab,0.45738515,26250793
shoy,0.29640526,90282171
qhgs,0.4250317,31030856
tewb,0.50840676,08432076
ziel,0.5359911,22251403
aqoi,0.31847662,90207522
uzeo,0.38661155,20471344
rgxg,0.40821856,37320924
zavz,0.48739415,38209134
lefu,0.46044868,09463109
cprx,0.25750262,81174486
tddz,0.34209397,42114302
tnqb,0.28795695,91818307
nqdu,0.4994502,22001107
aika,0.4389121,31738491
hunk,0.41235262,23256604
ssxq,0.34300172,25223847
cmrz,0.52288616,23655077
ubsp,0.4193644,48286033
miat,0.5436966,14963362
ubgr,0.3466384,14749877
ywtc,0.31370407,28846464
rdie,0.40431312,83801329
smeo,0.510875,17151673
hagu,0.3845246,92035833
wxwi,0.29254788,26595773
bxeu,0.5186322,71239619
tezz,0.53154695,32033905
deux,0.48441702,91030440
vrrj,0.44044158,04519775
jlzu,0.58475804,32895905
qqql,0.63116854,94335080
jtpl,0.54417646,96388287
cikv,0.47997007,93121755
zhfi,0.5634369,60034976
ztld,0.36228508,22584665
cmdl,0.49384513,97018768
mglk,0.25539294,13147935
rfgi,0.54472077,76620522
wmxw,0.39757428,27670255
cmhn,0.4143454,42499485
njga,0.4868521,08449852
szna,0.515486,15988188
miqy,0.24980311,41249796
fgvb,0.42997336,77991818
loml,0.56336886,46603639
aqdp,0.263797,15485901
okcr,0.44483727,23253464
xnev,0.3974542,10461337
kriv,0.34339345,53460579
ubau,0.40268072,19751342
eetn,0.39035058,26710221
eiqu,0.35192606,73259857
hyzg,0.44299614,47947741
rntp,0.4063786,53480059
uyme,0.48255053,23715500
ajzq,0.52230775,57708240
hxzg,0.2098902,69846759
ekav,0.4353826,08187733
xyqv,0.32492715,86902403
eruw,0.3648798,54733305
vcgu,0.35912627,50506836
yknt,0.44094944,31557940
zbef,0.45851442,13533936
iytb,0.54163206,57950325
ijup,0.5171038,13921726
icgf,0.43149132,40929423
nlzi,0.34221458,86072976
qnvm,0.37824512,71286696
lvui,0.24146268,06171751
xvgl,0.50545186,07041194
qpmu,0.46903306,77204879
mkse,0.31595907,28856206
djau,0.5589149,31866712
jjqz,0.4597204,66880681
nbxl,0.27978683,07721934
uazs,0.4971377,82298431
cple,0.5342567,61792897
qcjs,0.30796278,89565259
ikft,0.47955352,62513637
wuaj,0.35562897,75472842
iejb,0.43693453,89361047
nopo,0.45347834,54645176
rigj,0.50522155,16643357
cdbk,0.42724717,08821642
tbjm,0.355326,12819675
zwbv,0.44308782,09474338
sate,0.36697996,09032890
duqp,0.3610413,68040029
cojg,0.3960004,91399692
luzk,0.4027137,10163224
aqwe,0.474014,11443184
aabd,0.48138565,98312019
ybzf,0.29657257,56860316
ahti,0.35140997,45393814
crho,0.45722482,96608114
heqz,0.4522337,27707514
ytcc,0.3637608,50597815
rugf,0.3438604,91992795
xhta,0.21569523,76115842
fdwc,0.25020522,44549972
mlxu,0.4193765,26607216
ueqq,0.52288544,89076799
phhd,0.31811473,81706898
vkao,0.38366312,83345937
tyif,0.28756997,27388689
hxww,0.4296862,76277692
ewrv,0.40713322,32406772
duzl,0.3689912,55796766
jfas,0.22999184,25445300
asvy,0.4718528,74112829
oxch,0.5376257,80905603
xqwc,0.30568343,79118612
amwi,0.41855484,67818888
ubpq,0.39477432,66416109
bwna,0.6000588,09753255
iehw,0.45480305,58222401
jjey,0.26346266,28338822
mdpn,0.46660084,84092958
shmt,0.38288432,87666319
xsbe,0.705021,31697339
gabi,0.35901725,71240172
ldtp,0.31112188,35802303
hmer,0.40789172,53467264
mdcs,0.5010804,97451446
vebq,0.32970104,91305080
krti,0.4507581,99875341
qitl,0.38679758,74367824
rlvs,0.37657374,26107438
eyxb,0.42471647,26177282
nmkm,0.42277384,14318742
sqap,0.32346332,24495493
fjhk,0.21423163,38209134
zlhs,0.61357296,01627732
tihz,0.3722623,32886740
ukdj,0.3475812,42983996
inyl,0.17743662,68896141
agtj,0.5735581,55595095
rruk,0.38686395,28316231
godj,0.25544125,92869943
kacm,0.40790322,28887344
unbb,0.51759124,64893657
sxnm,0.42174053,78545149
tpks,0.35003343,30494346
xmlb,0.4797177,78135214
muhv,0.5238817,61313331
qkzj,0.48638856,06692824
uduy,0.6219454,01550428
geim,0.28602472,97324683
htle,0.4048493,92762667
zvne,0.35010865,74367824
kpwm,0.4767726,19885899
yzyz,0.24501504,79967616
bnky,0.49556082,93746167
csst,0.40502557,30199167
oxjl,0.52521616,92818630
bgtx,0.5231283,94213036
uvxs,0.18946226,08399607
lncw,0.4109941,49129356
cqkc,0.36694175,75668050
gnrs,0.28983295,77852047
khpb,0.5162823,22012841
rzbs,0.63582444,77597890
iibb,0.3227496,20594471
dkps,0.46822506,13720741
vwev,0.5261592,40369619
afjw,0.51283073,28851805
mmas,0.45235944,83792308
noag,0.50759125,53616019
rgav,0.6635151,83844296
qgek,0.22981946,72240439
fdrc,0.56104267,49326380
gcrr,0.5897192,09503661
bzxy,0.44924235,24877357
lipg,0.49320745,19174160
caxw,0.6281554,54827285
cbwe,0.3830029,39112942
kwjj,0.44140592,60115958
nijc,0.41212505,11234505
ngdp,0.25481182,87475245
plfs,0.3491649,53335207
dqcu,0.5601162,40575221
sokc,0.37454492,29206762
wipu,0.37169528,19348276
gisq,0.43787175,71069407
qcws,0.26361442,38285193
exbp,0.35678983,76041663
jqnc,0.43647638,13886140
thsc,0.35317725,30210569
rnug,0.3321668,77205907
pkct,0.34048998,76354592
hsoc,0.3475129,98036487
rwde,0.42064145,90263088
bluu,0.46898642,72582607
ysrw,0.4760236,16365467
lfth,0.24112496,07781026
vwwe,0.56368655,19777377
xfcc,0.35999614,08439733
abhd,0.4751961,01292639
fnet,0.28274256,81764643
fhkp,0.47462186,99138781
adqb,0.5854968,31763387
rtku,0.27131435,59000969
nufp,0.30360067,39575917
vskr,0.4277135,23235739
slot,0.4271785,57862619
roli,0.6618004,43516013
pgyb,0.23920517,63521938
enxm,0.2721892,61985037
cjbp,0.32125503,59000969
pnhh,0.3497406,63358940
auvl,0.45038912,77988470
hogg,0.3678578,70722654
akik,0.5423914,99362808
hcai,0.4274814,79214782
oxuc,0.4029979,92310707
ttjz,0.3236591,94906807
oofj,0.36960137,44784828
uduw,0.2433196,88557432
lzxa,0.44327068,69844594
kdua,0.28428185,41960780
fqpv,0.32164142,01410616
ridi,0.4896468,28970364
lhbp,0.38750023,18661061
xoxo,0.40806335,49017677
gsjd,0.36159402,39480315
jctr,0.43599007,52356696
tkxg,0.61935425,10539884
gbhy,0.461956,73372927
mpda,0.44887057,28462283
pzmt,0.5177729,34920591
tazf,0.3242726,74194434
vome,0.64647,85575681
rqcg,0.42836523,17588409
lmyb,0.27080685,41786240
yeld,0.5854036,52050639
jtyw,0.5357525,17870785
jhwe,0.48433608,30527660
nejw,0.47820085,54417534
wrln,0.49004802,17205209
qbsz,0.55760014,52053201
dgie,0.23279482,39418730
ubqj,0.3490277,74340279
ppcm,0.537148,73860959
yufu,0.4165905,59018222
ntds,0.46429956,02243257
qqhv,0.42260796,78680318
odpz,0.25574505,29229146
rqug,0.44008088,42808652
suya,0.43803963,78827375
nedq,0.5403967,53010804
ojsv,0.41969505,27664719
cuci,0.5776719,14916878
kgnh,0.33661807,53881824
etjt,0.4590819,31703712
borm,0.43743882,81524007
nwcz,0.34626025,89884648
uwkt,0.62638533,26989403
qfzl,0.4019358,00963789
uzoh,0.2737277,56110662
yxwh,0.3938212,83476903
yfgn,0.38988325,99358348
pddq,0.51915586,52117633
ckfj,0.61432016,58644938
kxwt,0.24885912,10473633
gnmj,0.33565784,27026885
obys,0.51950836,26184461
uygy,0.35149887,97892271
rahd,0.30867743,03309806
obzf,0.3237112,03084791
nyxs,0.43587068,98424151
fmzs,0.3336331,57023921
cblr,0.34944874,80069528
ppfb,0.28318927,11555632
pezs,0.39650908,34707302
ygwe,0.35844436,73567801
okfz,0.43421778,36959644
tfvi,0.3307881,49145100
pbbd,0.18799245,51864758
zyug,0.33071503,92967251
xgbt,0.42788488,82710505
tood,0.62321174,44117619
ggba,0.3272121,54198656
wnoc,0.382487,05199933
csox,0.385172,54153000
ricd,0.29472104,46981976
zrgj,0.58450055,54225263
sfau,0.20109448,49103830
xtzx,0.58196044,76398345
uptq,0.40758374,63517754
cmts,0.41809088,90774721
oopf,0.43569106,40170200
rmpu,0.56744576,67648387
kpuw,0.42679974,19433699
avfv,0.27682227,82866193
jkij,0.39083415,19541538
tkqb,0.50658417,84435262
ahuo,0.51691824,55812042
akme,0.52781993,05869241
srgz,0.32714933,00689554
vzak,0.30404824,86718751
xsse,0.45806357,90716619
qwoa,0.61776876,58348902
mntp,0.46290135,18854662
slaa,0.42231008,86655280
gyqi,0.45529205,18842422
sbnd,0.35525894,72635448
zqwp,0.2707412,72582607
jnwp,0.38489446,76386042
selh,0.43989354,51925630
vymg,0.5100877,88286342
eczt,0.43928126,10635341
pdxt,0.39476964,18895242
jsmg,0.3934769,50561766
sfid,0.542498,81174486
cbbi,0.42818004,29555150
bhzo,0.45338923,38372891
fdde,0.49446726,50567890
dtqy,0.29914853,31258288
yzue,0.3208387,70404791
cexp,0.26832515,39128151
wqaz,0.41008222,77585613
ncps,0.557375,10025211
rztv,0.44181156,92087099
wfsp,0.52055806,86072976
wmwm,0.371087,06904285
qjmi,0.31912553,61279250
vdhp,0.42812666,12891781
oayh,0.43579012,31348384
tqsi,0.3686607,68896141
vlzo,0.37904897,85641891
npie,0.4087967,49611511
uobt,0.48244524,69821550
fadk,0.32819957,45761961
vplc,0.51225144,12998542
iuzs,0.23389977,00414647
npbj,0.38735226,88557432
tlkl,0.27455524,81401107
kwql,0.5076831,56409948
zvgv,0.23881797,08349682
yjal,0.32369715,36170929
juli,0.35878903,94673986
vwet,0.5776578,60790062
fxgd,0.35306895,91447096
hiub,0.58435386,42554576
fmyc,0.29504848,41997048
mcwy,0.38018644,58617263
hmcn,0.39089006,66069562
ydyr,0.4536397,62718087
jsge,0.43639684,59026456
ygis,0.4315344,49154399
tkix,0.28438917,19173696
oqln,0.3953546,31964581
bkld,0.4058525,46243923
adqs,0.3196489,86051802
uvjd,0.49063087,65909619
cdrb,0.4623454,61557047
aiss,0.47439945,43162710
mnvh,0.3100779,23847240
kwcz,0.52497053,19797899
tlab,0.46637395,50579267
wpea,0.32277936,50385820
idwh,0.42137825,42019021
gkxz,0.38220856,18183213
duif,0.27929717,57912919
zunj,0.44121814,65235506
pvao,0.4480198,06166134
ploo,0.526684,66435415
ylvt,0.3226099,19674525
zsqk,0.481754,32637489
oche,0.43037882,64326435
lhtw,0.3056973,99863164
wmlq,0.44920254,34457739
tljb,0.2691472,71659385
wavf,0.29833287,10907941
rdno,0.4669888,18487472
nyje,0.33748826,29116150
rdkx,0.3582237,90909543
jsgq,0.28420082,65601516
xpxe,0.22896153,53986612
wgjh,0.3154966,16241263
ojby,0.23084672,62849127
pfed,0.22789282,92797632
ypts,0.38106358,94557809
qmbq,0.45561922,51556001
kdsb,0.43140697,03873915
lhlf,0.5617321,12343389
baup,0.44640642,89439423
aool,0.4360829,47147526
niay,0.34070185,50540577
bmtp,0.32807493,06783369
bhcn,0.4201318,57860264
lpmd,0.34065077,31285628
vnxy,0.29868054,91635635
ydim,0.2592401,50738138
lmce,0.16877416,99013410
utuz,0.72245955,70927874
xace,0.5316429,88063191
ypeq,0.398181,29537448
xjis,0.33213,91241034
jcvj,0.35040674,83009688
kjjo,0.32896912,11234505
zjnd,0.34157902,62849127
xmjl,0.2694053,07647725
sdkm,0.4408126,16054329
zahm,0.49924752,76409708
rltb,0.36379898,49092643
uybt,0.2418156,61251785
nmmk,0.43817908,46368344
anzg,0.26968014,27536776
vtkh,0.31817254,59783695
xmeo,0.39274698,45861539
dkcj,0.5031412,17131548
wwur,0.352741,20761296
fdrp,0.6462507,06067714
dioe,0.38873708,32895527
kaby,0.35998824,52448979
jnzb,0.29220423,56796348
jfve,0.37528697,96083442
mdpd,0.5527537,57214281
tzif,0.42392057,32086487
bxkx,0.32488889,52437060
ozdr,0.32958162,65012945
xkob,0.4022259,56455763
oavn,0.2480053,00216584
tfzz,0.37460372,64098744
mqzt,0.47037625,25907215
dibv,0.32101396,65646387
coeo,0.41197452,80065933
zltg,0.2344975,04078482
srri,0.32607025,87758411
iyzk,0.37213618,34683639
sevi,0.4401328,62304844
ikes,0.54791504,55302822
kocj,0.404373,48791298
umex,0.32185215,42189020
umwq,0.66023177,94969257
exfv,0.33276242,38515459
oagd,0.32822254,68499396
auif,0.36243534,73114727
rnal,0.42564172,75270928
jiuy,0.34872493,57076288
yvnj,0.5829276,78601788
ogly,0.5191134,36868702
lvwn,0.32654697,99034048
qlyf,0.5283363,55604332
wwly,0.5471406,95989980
wloc,0.4703134,55678161
haaw,0.36875117,59823775
ddbs,0.3439624,49312812
xrbs,0.43413845,60143138
zapi,0.43816906,53369564
udjb,0.5617815,08433131
zchu,0.32380247,39575917
iotb,0.40156093,48192190
vzsx,0.5794739,73328700
tlvj,0.5921532,62488779
srut,0.4641496,36281766
tonp,0.21886742,48607023
lmbe,0.3770302,85339307
brby,0.56396854,17615875
smtd,0.51095814,53561302
aulh,0.42975086,65247333
epzu,0.4949562,60428898
usro,0.45355895,73075968
sgco,0.40111703,68902098
chey,0.44180977,73684525
feah,0.4859589,18951398
owvf,0.49134818,55939729
qwcf,0.4693889,37716681
ixcw,0.39454314,67251707
yums,0.43529552,93317059
nsdj,0.50560987,64780847
odyz,0.38982692,15305646
bjsr,0.26883698,24519332
jsvm,0.27007392,66628651
xnlk,0.45234695,98327214
iagf,0.35466954,60302451
xtij,0.53200686,96789701
ncij,0.39768165,85277409
aydi,0.2571078,53538981
ufku,0.57650787,45242878
fyuy,0.69133115,92368163
hfns,0.4094723,00103802
ttve,0.48443106,01720213
zaqx,0.20655298,92264337
wwek,0.40322345,70374451
wwgh,0.4081816,49105147
jygj,0.3760968,65177716
ewwk,0.48476022,44764717
dyal,0.441472,71947499
gget,0.39919135,05953087
utyb,0.39084452,85308860
pfsz,0.4487083,48760452
icxk,0.52419907,74622440
thic,0.37269762,60867919
ilkw,0.44547474,15440158
zueu,0.48598513,84137794
xmzu,0.25207102,37947091
gmit,0.26652122,58116477
gsqj,0.47965986,13480314
voyz,0.4731285,90891172
nkjj,0.20094907,17148490
udta,0.55383974,87964747
hlan,0.5215733,66860754
zjkl,0.41944516,21619454
vjun,0.48988092,84540609
vteb,0.55318457,84186861
hiol,0.50767565,94450577
aeea,0.4243408,31909441
pphd,0.5184392,74657403
cnpi,0.57083696,28357614
wfan,0.34011108,62009963
krgs,0.3191362,81624277
euqf,0.56482595,01861195
rrcz,0.35683972,19108194
fbiy,0.36949563,01227281
fnek,0.27142024,66094259
lkfp,0.580744,67425313
pikd,0.4476151,67591794
imus,0.4170239,53811686
yubq,0.34312838,80831057
kkck,0.2980188,57633849
jbfg,0.4703979,85720957
phkw,0.3315122,29470584
ldwz,0.3703782,30225506
blls,0.2718999,47806530
ivts,0.45926148,84732988
frbl,0.5208036,29254186
klgi,0.5140357,06163960
ghwb,0.4690339,73521587
jcte,0.43989396,12642735
wmbp,0.513603,58587108
pbac,0.391058,43241102
ukqe,0.448127,63952933
hzqd,0.43228215,63130943
hbrw,0.5173886,03548897
oxrm,0.53229856,98683485
epyq,0.41316378,40661646
vvbz,0.538822,88721955
qoru,0.49970287,58333104
ujkp,0.37157276,19974781
sqfo,0.4093411,71408374
rzpp,0.30490583,19115559
fdih,0.5195256,85596624
fpnd,0.32144523,77820194
imbp,0.544068,20754262
bdzm,0.42710188,24541378
rygv,0.6015855,01422413
jams,0.34787858,64007130
cwoa,0.34579808,34935384
hwbi,0.47090346,50887430
gmiy,0.4862371,19115559
rbef,0.3083763,22135811
pznp,0.46781036,49124925
uahb,0.28743598,43676024
pakh,0.5191295,56436172
nizy,0.47977135,08954776
nbdr,0.65113217,74043908
kevi,0.56791514,98272057
msmg,0.33204454,33686290
mdzb,0.39421517,56743054
mftk,0.36963034,89874011
zoez,0.37859347,54827285
joog,0.60413975,84552112
xncv,0.36680079,00833375
irng,0.34842756,07478716
rwpr,0.45512298,43990401
dxte,0.3627264,50976872
gxdj,0.46724612,54395136
gjgx,0.32512373,83709687
gcts,0.5493228,90093247
lssx,0.47387612,33217018
cwba,0.48053616,83329801
lnzf,0.30683747,47989140
mgie,0.38663036,36868702
nmpj,0.17717886,88289512
wztt,0.25413138,65669163
owat,0.34933853,43313573
eeko,0.5050489,83021368
qolw,0.233612,06131625
hihb,0.5103652,56030006
gmmj,0.6730124,56300752
pzcx,0.39172578,51378307
qvmf,0.46423146,08384738
rlul,0.2614306,18338458
jwca,0.5215233,43585966
mfyu,0.39060733,68446612
bjro,0.39725363,45025296
lpql,0.24542388,75704929
cmjp,0.4057537,48101093
uxpg,0.37950212,20960846
ieap,0.3291725,03528957
ftrc,0.41364372,78999007
ecvw,0.28268683,67663642
akud,0.5392552,06003789
ique,0.22844283,81904956
pski,0.5449269,37770141
sgix,0.32996914,29470584
nqxy,0.534301,27511290
aflm,0.35318905,13559534
dgrl,0.47491097,28794948
wvlf,0.51251966,77365828
wngd,0.4554207,48774756
totj,0.44236904,38116392
zlxk,0.3834117,00227027
zkxm,0.25921208,04545449
ynuw,0.43459797,29283943
eudd,0.31703112,97892271
ihoe,0.49055964,45293509
vtaw,0.69422525,42471807
jfoi,0.51785946,14565655
tvcj,0.5292207,82820631
jwps,0.37989703,17602534
vwhj,0.4158383,92929284
gwkc,0.52363557,86401487
wpfy,0.55639935,64259221
clll,0.39564073,94496217
jkiq,0.36045724,19361927
xypx,0.48242968,25927622
mtce,0.3905294,60664337
xlry,0.65020895,22139327
abkn,0.60451746,28738886
anpq,0.5201925,01709169
venb,0.3499747,13946298
nvje,0.42467785,85902837
zkti,0.28644496,38976495
vaqj,0.37098128,09930644
zfvv,0.15921259,64432203
xhsv,0.5980454,97818799
kyun,0.5159049,60300182
yzcr,0.5005847,54395902
cptm,0.41068652,86951678
wtas,0.37997833,22785725
wnar,0.29074043,65705308
jhit,0.39993876,63279351
zewq,0.3822992,89253159
iavm,0.29436582,64652678
ywof,0.31438953,91241034
gipl,0.29603443,39189295
cxvn,0.37239948,97753987
kooj,0.3652376,10027052
wulc,0.5627982,89006695
qcnd,0.3881537,24844765
ybob,0.59295106,93298714
xaox,0.3490758,24067238
ywuw,0.2492473,63630466
icba,0.39803973,66006748
jbfs,0.26092333,81821714
efeh,0.2950751,99648740
durl,0.44571054,77269126
cwqa,0.577865,69371713
bnvz,0.41688377,27088148
ebdo,0.558148,33657666
ijtg,0.49165103,81037745
tfzt,0.4129557,91944257
ufud,0.26438037,46603639
fjwy,0.261634,21576659
jycv,0.33649656,05371379
kgsc,0.43084747,18978645
qcsx,0.42872104,22354675
rmip,0.29934466,67469466
sfyu,0.50927156,21242396
cjai,0.5035978,29819502
hxpz,0.48141605,55863023
smyh,0.37686828,67565223
edir,0.54097235,03674573
pxnt,0.50069934,86701404
ghnl,0.37402233,69998484
lyno,0.30526662,83844296
yqmg,0.35066682,86157661
cwaa,0.408924,33513717
owwo,0.46625373,31035923
fmzh,0.38216797,82306285
tcof,0.49054742,60412715
fukw,0.6357728,84861219
eopy,0.534287,78943685
dutf,0.4419074,53234145
zdhe,0.46294376,73860149
zioh,0.3616106,93927045
ibyq,0.27078354,44764028
iflg,0.4520015,33490427
onux,0.46913108,75885991
zlja,0.69854385,37076156
croy,0.42137015,28640185
yvtv,0.477334,55240860
rbsj,0.32935652,35408206
phrf,0.2809258,04158958
iihu,0.6208604,62130469
szfi,0.48699176,26195051
zzuj,0.3214241,34215279
gzgr,0.41411418,82351964
qsea,0.45715407,96539501
road,0.59772664,38253141
rufm,0.5187875,58849538
csel,0.42894506,37526233
xddg,0.41108888,28387179
sbyc,0.6326567,31312725
autl,0.18281199,40195699
pjrr,0.45955014,19129112
wnru,0.28072667,70928821
eele,0.45247075,58907132
tvxm,0.28249848,63767160
nzsk,0.5321319,18338458
bncf,0.6292785,27095130
gglq,0.30149186,79031602
nopv,0.49820346,96252277
wrom,0.48911184,71921892
jrsy,0.36908543,81761659
eekl,0.3433712,38247230
evyt,0.29302767,58389937
twzy,0.69649535,12174493
dmpg,0.5739592,08987829
raqw,0.4257301,29592005
desg,0.40203696,84389407
npxp,0.43872076,83872959
sxsi,0.45031703,62710499
acim,0.40456256,41808127
ejzx,0.64960843,48823603
ssls,0.3508891,60189922
jvwz,0.45802298,63642924
josg,0.32420594,37049717
kosq,0.2766337,56110662
dhci,0.4012615,46861034
xajm,0.46187246,56130318
gewh,0.4594222,37978484
nvao,0.44866407,95688782
qrym,0.4167015,35207083
wpnw,0.47923312,31089254
jdzq,0.4024514,30177320
clde,0.5790918,07299009
dpvd,0.32977825,95038672
hsuh,0.59261173,94742129
puiy,0.38610458,68361279
pjpu,0.5898259,73164676
xhul,0.44517148,31666901
atjs,0.40710998,48799033
uplj,0.232494,83756367
yxtk,0.22976232,99146308
ecgn,0.4745571,34969953
npim,0.2931934,59715999
lfec,0.37737495,26772191
uthw,0.52080697,27992002
oxcb,0.47755852,63784614
lhiy,0.3110526,76076316
aqck,0.505496,46088431
xuke,0.35383117,81143145
ecem,0.40840584,13582086
ehfg,0.34554815,56602083
ntfj,0.4086857,28317516
vdsd,0.35959768,68801035
sxep,0.4765965,10691220
qluu,0.6668446,37947091
tdzy,0.39155656,36437152
ordz,0.42753172,65221809
grsy,0.30757466,95668845
wwpz,0.6312108,26071432
yqju,0.5172998,41613666
qzfm,0.47519958,42710417
espo,0.4592704,34235397
hdos,0.501117,24212053
iswy,0.36015972,54264244
fijz,0.46411654,85219747
zevf,0.49490902,83591214
ghhd,0.43598592,70033172
pzgt,0.43856147,19633019
uwsn,0.5992471,02353921
pxav,0.36737216,09564720
mouv,0.52106535,25551380
jlzd,0.46727723,35531709
dogq,0.4468393,97641415
lyic,0.4941696,68320733
xrjb,0.47298786,88388157
